Product ID,Category,Sub-Category,Supplier Name,Supplier Region,Lead Time (Days),Cost per Unit,Quality Score,Delivery Accuracy (%),Reliability Rating,Reorder Level,Max Order Qty,Min Order Qty,Avg Monthly Orders,Annual Supply Value,Contact Email
OFF-BI-10003038,Office Supplies,Binders,Beta Office Supplies,East,3,81.53,4.9,92.19,4,21,671,21,12,11740.32,beta@supplier.com
FUR-TA-10003039,Furniture,Tables,Beta Office Supplies,West,3,335.51,3.1,94.0,7,76,229,4,164,660283.68,beta@supplier.com
TEC-PH-10003040,Technology,Phones,Alpha Furnishings,Central,5,455.92,1.2,99.21,5,77,394,46,239,1307578.56,alpha@supplier.com
FUR-BO-10003041,Furniture,Bookcases,Gamma Electronics,South,9,304.0,4.5,91.74,9,29,377,46,178,649344.0,gamma@supplier.com
TEC-MA-10003042,Technology,Machines,Gamma Electronics,West,10,416.63,2.5,81.69,3,72,248,44,106,529953.36,gamma@supplier.com
TEC-PH-10003043,Technology,Phones,Delta Stationery,North,4,297.57,4.5,81.97,6,33,991,24,196,699884.64,delta@supplier.com
TEC-AC-10003044,Technology,Accessories,Delta Stationery,Central,10,334.08,1.3,98.11,10,15,349,4,489,1960381.44,delta@supplier.com
TEC-PH-10003045,Technology,Phones,Omega Imports,South,7,424.03,2.0,90.04,7,23,791,22,17,86502.12,omega@supplier.com
TEC-AC-10003046,Technology,Accessories,Omega Imports,Central,6,296.75,1.5,94.26,6,13,622,37,79,281319.0,omega@supplier.com
TEC-AC-10003047,Technology,Accessories,Gamma Electronics,South,6,30.12,4.7,80.54,7,86,469,23,411,148551.84,gamma@supplier.com
OFF-BI-10003048,Office Supplies,Binders,Gamma Electronics,North,10,260.28,4.4,90.16,3,94,256,29,234,730866.24,gamma@supplier.com
OFF-AR-10003049,Office Supplies,Art,Delta Stationery,South,9,467.55,2.1,91.49,3,57,390,46,70,392742.0,delta@supplier.com
FUR-CH-10003050,Furniture,Chairs,Omega Imports,South,4,427.25,3.9,96.24,4,71,710,31,325,1666275.0,omega@supplier.com
FUR-CH-10003051,Furniture,Chairs,Delta Stationery,East,6,438.34,4.6,92.0,5,80,952,20,301,1583284.08,delta@supplier.com
TEC-MA-10003052,Technology,Machines,Delta Stationery,South,6,461.79,4.4,82.11,7,26,302,44,298,1651361.04,delta@supplier.com
OFF-LA-10003053,Office Supplies,Labels,Delta Stationery,East,4,171.65,3.3,86.87,1,31,895,29,230,473754.0,delta@supplier.com
OFF-AR-10003054,Office Supplies,Art,Omega Imports,East,8,157.55,4.1,98.23,3,72,251,44,257,485884.2,omega@supplier.com
OFF-AR-10003055,Office Supplies,Art,Beta Office Supplies,East,6,410.35,4.8,93.87,4,45,205,32,474,2334070.8,beta@supplier.com
TEC-PH-10003056,Technology,Phones,Alpha Furnishings,North,6,480.59,2.3,84.81,5,55,464,40,182,1049608.56,alpha@supplier.com
OFF-LA-10003057,Office Supplies,Labels,Beta Office Supplies,East,8,496.13,4.8,93.27,4,57,913,43,257,1530064.92,beta@supplier.com
TEC-AC-10003058,Technology,Accessories,Delta Stationery,Central,2,284.64,4.1,87.12,1,48,922,48,307,1048613.76,delta@supplier.com
FUR-CH-10003059,Furniture,Chairs,Omega Imports,South,2,153.91,1.3,81.78,6,97,582,36,174,321364.08,omega@supplier.com
FUR-CH-10003060,Furniture,Chairs,Omega Imports,South,5,119.3,3.2,97.74,10,97,348,5,352,503923.2,omega@supplier.com
TEC-AC-10003061,Technology,Accessories,Alpha Furnishings,Central,10,491.83,3.2,92.92,1,21,134,24,200,1180392.0,alpha@supplier.com
TEC-PH-10003062,Technology,Phones,Omega Imports,East,3,62.93,4.4,83.46,3,61,391,4,26,19634.16,omega@supplier.com
TEC-MA-10003063,Technology,Machines,Beta Office Supplies,West,5,470.81,2.7,90.0,1,33,102,43,352,1988701.44,beta@supplier.com
FUR-BO-10003064,Furniture,Bookcases,Omega Imports,South,10,93.08,3.6,99.04,9,78,729,14,280,312748.8,omega@supplier.com
OFF-AR-10003065,Office Supplies,Art,Delta Stationery,Central,3,378.82,2.6,89.06,7,41,865,18,460,2091086.4,delta@supplier.com
FUR-BO-10003066,Furniture,Bookcases,Alpha Furnishings,Central,5,156.5,3.8,83.71,3,61,545,19,256,480768.0,alpha@supplier.com
OFF-BI-10003067,Office Supplies,Binders,Delta Stationery,North,6,425.63,2.0,92.96,4,97,883,11,399,2037916.44,delta@supplier.com
OFF-LA-10003068,Office Supplies,Labels,Delta Stationery,West,9,301.0,3.6,90.37,9,70,554,20,149,538188.0,delta@supplier.com
TEC-MA-10003069,Technology,Machines,Beta Office Supplies,North,8,267.97,3.7,86.12,5,59,935,40,121,389092.44,beta@supplier.com
TEC-MA-10003070,Technology,Machines,Gamma Electronics,West,3,407.08,2.3,88.74,5,93,247,13,324,1582727.04,gamma@supplier.com
OFF-PA-10003071,Office Supplies,Paper,Beta Office Supplies,South,2,424.98,4.8,96.1,5,85,497,25,224,1142346.24,beta@supplier.com
TEC-MA-10003072,Technology,Machines,Alpha Furnishings,East,10,99.21,1.6,95.63,3,41,780,50,342,407157.84,alpha@supplier.com
TEC-MA-10003073,Technology,Machines,Beta Office Supplies,North,8,284.49,1.5,98.07,4,69,312,15,258,880781.04,beta@supplier.com
TEC-MA-10003074,Technology,Machines,Gamma Electronics,East,8,340.99,1.3,90.29,8,48,823,34,177,724262.76,gamma@supplier.com
OFF-BI-10003075,Office Supplies,Binders,Alpha Furnishings,North,7,170.65,2.5,96.0,6,96,894,29,349,714682.2,alpha@supplier.com
OFF-AR-10003076,Office Supplies,Art,Delta Stationery,Central,8,285.2,1.0,97.73,6,18,970,48,77,263524.8,delta@supplier.com
OFF-LA-10003077,Office Supplies,Labels,Delta Stationery,North,6,470.91,2.1,99.36,4,31,578,3,198,1118882.16,delta@supplier.com
OFF-PA-10003078,Office Supplies,Paper,Gamma Electronics,South,7,104.51,2.0,85.06,1,17,398,10,54,67722.48,gamma@supplier.com
TEC-MA-10003079,Technology,Machines,Delta Stationery,South,6,233.4,1.4,87.37,1,41,433,6,333,932666.4,delta@supplier.com
TEC-PH-10003080,Technology,Phones,Omega Imports,Central,7,338.63,3.6,96.09,7,57,742,7,130,528262.8,omega@supplier.com
FUR-TA-10003081,Furniture,Tables,Omega Imports,North,2,276.28,3.5,99.78,3,33,826,37,266,881885.76,omega@supplier.com
OFF-LA-10003082,Office Supplies,Labels,Delta Stationery,West,4,428.56,3.7,93.84,1,45,231,14,114,586270.08,delta@supplier.com
TEC-PH-10003083,Technology,Phones,Alpha Furnishings,South,2,460.85,4.0,90.11,2,72,144,3,196,1083919.2,alpha@supplier.com
FUR-CH-10003084,Furniture,Chairs,Omega Imports,East,10,140.96,2.8,96.77,5,84,951,50,218,368751.36,omega@supplier.com
OFF-PA-10003085,Office Supplies,Paper,Gamma Electronics,West,9,19.28,1.7,92.33,7,22,215,19,120,27763.2,gamma@supplier.com
OFF-BI-10003086,Office Supplies,Binders,Alpha Furnishings,North,2,317.48,2.9,97.94,6,25,326,3,229,872435.04,alpha@supplier.com
FUR-CH-10003087,Furniture,Chairs,Omega Imports,West,4,63.28,3.2,89.12,6,35,942,30,66,50117.76,omega@supplier.com
OFF-LA-10003088,Office Supplies,Labels,Beta Office Supplies,West,2,148.88,1.3,82.53,5,41,919,6,101,180442.56,beta@supplier.com
OFF-LA-10003089,Office Supplies,Labels,Delta Stationery,North,8,429.39,1.7,84.02,2,62,464,22,271,1396376.28,delta@supplier.com
FUR-TA-10003090,Furniture,Tables,Beta Office Supplies,North,9,169.67,2.4,88.42,3,16,790,16,217,441820.68,beta@supplier.com
TEC-AC-10003091,Technology,Accessories,Alpha Furnishings,West,9,364.77,1.5,80.15,6,97,547,36,259,1133705.16,alpha@supplier.com
FUR-TA-10003092,Furniture,Tables,Omega Imports,East,7,236.56,1.3,81.42,3,20,814,34,56,158968.32,omega@supplier.com
OFF-LA-10003093,Office Supplies,Labels,Omega Imports,West,4,486.2,2.5,95.91,10,39,878,45,480,2800512.0,omega@supplier.com
FUR-CH-10003094,Furniture,Chairs,Gamma Electronics,North,10,148.12,3.3,86.39,2,63,438,31,428,760744.32,gamma@supplier.com
FUR-TA-10003095,Furniture,Tables,Omega Imports,North,5,81.19,1.4,90.56,1,28,377,12,212,206547.36,omega@supplier.com
TEC-AC-10003096,Technology,Accessories,Delta Stationery,Central,7,317.76,3.7,94.78,10,13,246,47,27,102954.24,delta@supplier.com
OFF-PA-10003097,Office Supplies,Paper,Alpha Furnishings,North,6,276.74,1.1,86.32,1,87,326,13,155,514736.4,alpha@supplier.com
OFF-AR-10003098,Office Supplies,Art,Beta Office Supplies,West,8,109.51,2.0,86.31,6,99,409,13,248,325901.76,beta@supplier.com
TEC-PH-10003099,Technology,Phones,Alpha Furnishings,Central,10,450.86,1.5,95.42,5,39,561,29,26,140668.32,alpha@supplier.com
TEC-MA-10003100,Technology,Machines,Beta Office Supplies,East,9,15.25,4.9,85.39,1,24,938,12,184,33672.0,beta@supplier.com
TEC-MA-10003101,Technology,Machines,Omega Imports,West,10,450.28,4.3,84.48,4,90,939,37,391,2112713.76,omega@supplier.com
OFF-PA-10003102,Office Supplies,Paper,Delta Stationery,Central,7,196.53,1.4,87.57,8,57,137,23,319,752316.84,delta@supplier.com
FUR-TA-10003103,Furniture,Tables,Beta Office Supplies,Central,5,24.96,3.8,99.62,6,56,945,38,52,15575.04,beta@supplier.com
OFF-BI-10003104,Office Supplies,Binders,Beta Office Supplies,East,9,298.54,5.0,87.52,8,13,631,39,375,1343430.0,beta@supplier.com
OFF-AR-10003105,Office Supplies,Art,Alpha Furnishings,South,7,355.06,4.2,85.92,6,29,857,22,302,1286737.44,alpha@supplier.com
FUR-TA-10003106,Furniture,Tables,Delta Stationery,East,9,427.72,5.0,97.3,1,83,367,26,102,523529.28,delta@supplier.com
FUR-TA-10003107,Furniture,Tables,Omega Imports,North,8,82.13,4.8,83.65,2,84,777,11,220,216823.2,omega@supplier.com
FUR-CH-10003108,Furniture,Chairs,Delta Stationery,East,3,284.95,3.1,97.3,2,13,720,15,233,796720.2,delta@supplier.com
FUR-BO-10003109,Furniture,Bookcases,Alpha Furnishings,Central,6,423.72,1.0,91.11,8,16,150,13,79,401686.56,alpha@supplier.com
OFF-LA-10003110,Office Supplies,Labels,Beta Office Supplies,Central,2,178.92,4.4,93.37,9,69,576,32,445,955432.8,beta@supplier.com
OFF-PA-10003111,Office Supplies,Paper,Alpha Furnishings,North,9,75.72,2.5,82.59,2,23,676,22,228,207169.92,alpha@supplier.com
TEC-MA-10003112,Technology,Machines,Omega Imports,South,6,222.67,4.9,88.99,6,86,470,25,366,977966.64,omega@supplier.com
TEC-MA-10003113,Technology,Machines,Alpha Furnishings,Central,4,83.16,2.4,96.32,2,36,477,26,132,131725.44,alpha@supplier.com
TEC-MA-10003114,Technology,Machines,Delta Stationery,North,10,393.39,3.4,87.03,1,73,465,7,227,1071594.36,delta@supplier.com
OFF-AR-10003115,Office Supplies,Art,Omega Imports,South,9,102.68,3.2,91.02,2,72,844,32,144,177431.04,omega@supplier.com
TEC-AC-10003116,Technology,Accessories,Gamma Electronics,South,9,307.53,2.5,99.7,10,95,794,22,345,1273174.2,gamma@supplier.com
TEC-AC-10003117,Technology,Accessories,Beta Office Supplies,Central,5,192.69,3.4,91.81,2,32,459,10,405,936473.4,beta@supplier.com
FUR-CH-10003118,Furniture,Chairs,Omega Imports,West,2,351.54,4.6,88.52,10,25,252,25,424,1788635.52,omega@supplier.com
OFF-PA-10003119,Office Supplies,Paper,Omega Imports,East,8,481.46,3.3,84.22,4,96,138,14,331,1912359.12,omega@supplier.com
FUR-CH-10003120,Furniture,Chairs,Omega Imports,South,10,116.21,2.3,87.87,3,75,916,48,380,529917.6,omega@supplier.com
OFF-AR-10003121,Office Supplies,Art,Beta Office Supplies,West,7,423.12,1.7,93.79,1,27,712,44,151,766693.44,beta@supplier.com
TEC-AC-10003122,Technology,Accessories,Gamma Electronics,South,10,70.71,1.7,83.15,10,95,703,13,158,134066.16,gamma@supplier.com
TEC-AC-10003123,Technology,Accessories,Alpha Furnishings,South,5,289.59,1.7,82.55,10,38,184,29,340,1181527.2,alpha@supplier.com
OFF-LA-10003124,Office Supplies,Labels,Gamma Electronics,East,5,288.15,2.1,94.42,8,57,956,49,339,1172194.2,gamma@supplier.com
TEC-PH-10003125,Technology,Phones,Gamma Electronics,North,9,349.43,3.0,89.65,10,20,569,20,114,478020.24,gamma@supplier.com
FUR-CH-10003126,Furniture,Chairs,Gamma Electronics,West,6,323.96,1.8,84.95,2,18,806,22,263,1022417.76,gamma@supplier.com
OFF-PA-10003127,Office Supplies,Paper,Omega Imports,West,9,87.38,3.5,90.31,4,58,705,45,447,468706.32,omega@supplier.com
OFF-LA-10003128,Office Supplies,Labels,Gamma Electronics,South,4,442.21,2.0,83.99,2,62,648,25,465,2467531.8,gamma@supplier.com
OFF-PA-10003129,Office Supplies,Paper,Omega Imports,Central,7,169.01,2.6,95.18,4,84,758,18,146,296105.52,omega@supplier.com
FUR-CH-10003130,Furniture,Chairs,Alpha Furnishings,East,6,81.49,2.9,94.97,8,43,737,13,188,183841.44,alpha@supplier.com
OFF-BI-10003131,Office Supplies,Binders,Alpha Furnishings,East,3,426.89,4.2,90.1,10,63,725,40,338,1731465.84,alpha@supplier.com
FUR-CH-10003132,Furniture,Chairs,Beta Office Supplies,Central,5,191.16,4.9,86.42,9,49,915,33,464,1064378.88,beta@supplier.com
TEC-PH-10003133,Technology,Phones,Alpha Furnishings,East,7,361.15,1.2,83.77,8,57,505,4,339,1469158.2,alpha@supplier.com
FUR-TA-10003134,Furniture,Tables,Gamma Electronics,West,8,101.81,4.3,86.69,6,46,526,11,11,13438.92,gamma@supplier.com
FUR-CH-10003135,Furniture,Chairs,Beta Office Supplies,North,6,398.59,3.5,93.92,3,94,355,37,155,741377.4,beta@supplier.com
FUR-TA-10003136,Furniture,Tables,Alpha Furnishings,South,5,336.54,1.9,87.7,1,89,448,17,251,1013658.48,alpha@supplier.com
TEC-PH-10003137,Technology,Phones,Alpha Furnishings,South,2,400.09,2.0,91.41,2,16,552,37,406,1949238.48,alpha@supplier.com
OFF-PA-10003138,Office Supplies,Paper,Delta Stationery,West,7,75.4,2.0,95.25,2,32,100,11,94,85051.2,delta@supplier.com
OFF-PA-10003139,Office Supplies,Paper,Delta Stationery,North,8,43.01,3.1,98.11,6,65,359,43,434,223996.08,delta@supplier.com
FUR-BO-10003140,Furniture,Bookcases,Gamma Electronics,North,3,103.96,3.7,88.7,6,11,243,34,184,229543.68,gamma@supplier.com
TEC-PH-10003141,Technology,Phones,Gamma Electronics,South,7,280.44,2.8,92.25,6,70,661,11,299,1006218.72,gamma@supplier.com
FUR-BO-10003142,Furniture,Bookcases,Gamma Electronics,West,6,300.4,1.7,96.29,2,92,802,7,343,1236446.4,gamma@supplier.com
OFF-BI-10003143,Office Supplies,Binders,Omega Imports,Central,6,256.85,2.2,85.68,2,37,935,33,195,601029.0,omega@supplier.com
TEC-MA-10003144,Technology,Machines,Delta Stationery,Central,5,294.44,2.1,83.37,6,29,105,8,434,1533443.52,delta@supplier.com
FUR-BO-10003145,Furniture,Bookcases,Alpha Furnishings,East,9,157.97,1.2,81.03,9,92,409,45,167,316571.88,alpha@supplier.com
OFF-LA-10003146,Office Supplies,Labels,Delta Stationery,North,6,276.44,3.8,82.94,3,86,227,16,348,1154413.44,delta@supplier.com
OFF-LA-10003147,Office Supplies,Labels,Gamma Electronics,Central,3,457.44,2.2,85.46,10,25,420,13,417,2289029.76,gamma@supplier.com
FUR-BO-10003148,Furniture,Bookcases,Alpha Furnishings,Central,2,447.29,1.4,81.23,6,27,322,7,193,1035923.64,alpha@supplier.com
OFF-BI-10003149,Office Supplies,Binders,Beta Office Supplies,North,4,276.14,4.7,99.46,3,28,843,48,481,1593880.08,beta@supplier.com
OFF-LA-10003150,Office Supplies,Labels,Beta Office Supplies,South,9,418.48,3.5,99.98,3,11,242,21,136,682959.36,beta@supplier.com
OFF-BI-10003151,Office Supplies,Binders,Beta Office Supplies,Central,8,226.1,1.2,88.96,7,13,418,50,78,211629.6,beta@supplier.com
TEC-MA-10003152,Technology,Machines,Beta Office Supplies,Central,10,251.81,3.8,98.0,7,70,409,4,286,864211.92,beta@supplier.com
TEC-AC-10003153,Technology,Accessories,Delta Stationery,West,3,29.46,3.6,83.57,5,98,153,2,133,47018.16,delta@supplier.com
FUR-BO-10003154,Furniture,Bookcases,Alpha Furnishings,North,3,19.15,3.7,96.08,10,73,248,19,418,96056.4,alpha@supplier.com
OFF-BI-10003155,Office Supplies,Binders,Gamma Electronics,North,4,221.81,2.2,81.29,9,85,787,14,313,833118.36,gamma@supplier.com
FUR-TA-10003156,Furniture,Tables,Delta Stationery,West,10,166.34,1.7,91.11,2,80,273,33,305,608804.4,delta@supplier.com
FUR-TA-10003157,Furniture,Tables,Beta Office Supplies,West,9,279.15,2.7,80.43,1,45,284,42,458,1534208.4,beta@supplier.com
FUR-TA-10003158,Furniture,Tables,Delta Stationery,West,3,265.32,3.4,91.58,2,20,842,28,359,1142998.56,delta@supplier.com
TEC-MA-10003159,Technology,Machines,Beta Office Supplies,East,5,166.19,2.2,89.35,1,54,107,31,447,891443.16,beta@supplier.com
TEC-PH-10003160,Technology,Phones,Delta Stationery,South,7,13.0,3.2,98.38,5,82,389,43,305,47580.0,delta@supplier.com
TEC-MA-10003161,Technology,Machines,Delta Stationery,West,7,233.47,3.0,94.09,7,26,887,5,131,367014.84,delta@supplier.com
TEC-PH-10003162,Technology,Phones,Gamma Electronics,Central,7,45.75,4.1,85.14,5,55,384,48,97,53253.0,gamma@supplier.com
FUR-TA-10003163,Furniture,Tables,Omega Imports,North,7,59.4,4.3,96.49,1,51,727,5,189,134719.2,omega@supplier.com
OFF-PA-10003164,Office Supplies,Paper,Omega Imports,South,5,333.13,2.4,98.41,2,13,710,27,264,1055355.84,omega@supplier.com
OFF-AR-10003165,Office Supplies,Art,Alpha Furnishings,West,8,122.4,4.0,94.68,1,52,851,2,138,202694.4,alpha@supplier.com
FUR-TA-10003166,Furniture,Tables,Beta Office Supplies,South,4,78.93,2.0,88.4,8,74,905,30,454,430010.64,beta@supplier.com
FUR-BO-10003167,Furniture,Bookcases,Beta Office Supplies,West,5,320.32,3.2,82.8,2,66,164,34,427,1641319.68,beta@supplier.com
TEC-MA-10003168,Technology,Machines,Omega Imports,West,7,472.82,2.2,88.86,6,27,940,8,46,260996.64,omega@supplier.com
FUR-TA-10003169,Furniture,Tables,Gamma Electronics,Central,8,129.64,4.4,97.82,4,19,189,20,320,497817.6,gamma@supplier.com
FUR-CH-10003170,Furniture,Chairs,Alpha Furnishings,East,10,256.9,1.6,84.81,7,52,900,38,464,1430419.2,alpha@supplier.com
OFF-PA-10003171,Office Supplies,Paper,Alpha Furnishings,West,10,56.81,4.2,84.87,7,48,660,24,376,256326.72,alpha@supplier.com
FUR-BO-10003172,Furniture,Bookcases,Alpha Furnishings,East,4,43.18,1.6,81.52,5,13,657,6,239,123840.24,alpha@supplier.com
FUR-CH-10003173,Furniture,Chairs,Omega Imports,North,8,40.71,3.5,89.41,8,92,911,41,108,52760.16,omega@supplier.com
FUR-CH-10003174,Furniture,Chairs,Gamma Electronics,Central,9,432.32,4.4,84.19,3,12,386,13,339,1758677.76,gamma@supplier.com
OFF-LA-10003175,Office Supplies,Labels,Gamma Electronics,West,5,160.33,1.5,80.87,6,18,991,3,422,811911.12,gamma@supplier.com
FUR-TA-10003176,Furniture,Tables,Delta Stationery,East,3,15.87,2.2,83.99,4,53,475,22,391,74462.04,delta@supplier.com
OFF-AR-10003177,Office Supplies,Art,Beta Office Supplies,East,9,382.32,5.0,93.69,3,96,337,39,192,880865.28,beta@supplier.com
OFF-LA-10003178,Office Supplies,Labels,Beta Office Supplies,East,9,195.11,4.1,94.22,10,81,696,36,264,618108.48,beta@supplier.com
TEC-MA-10003179,Technology,Machines,Delta Stationery,South,8,243.3,2.8,87.42,2,37,612,31,247,721141.2,delta@supplier.com
TEC-PH-10003180,Technology,Phones,Beta Office Supplies,West,10,51.17,4.9,84.46,8,92,751,11,31,19035.24,beta@supplier.com
OFF-LA-10003181,Office Supplies,Labels,Beta Office Supplies,East,6,187.01,3.3,86.38,9,62,622,6,340,763000.8,beta@supplier.com
TEC-AC-10003182,Technology,Accessories,Beta Office Supplies,North,3,273.89,4.6,80.61,10,94,512,50,169,555448.92,beta@supplier.com
TEC-MA-10003183,Technology,Machines,Alpha Furnishings,West,3,180.44,2.9,86.38,6,89,297,37,64,138577.92,alpha@supplier.com
TEC-MA-10003184,Technology,Machines,Gamma Electronics,West,8,362.94,1.1,98.01,5,86,295,50,130,566186.4,gamma@supplier.com
TEC-PH-10003185,Technology,Phones,Delta Stationery,East,7,133.31,4.8,84.56,6,63,567,1,81,129577.32,delta@supplier.com
FUR-BO-10003186,Furniture,Bookcases,Delta Stationery,East,7,106.64,3.2,85.58,1,97,454,23,359,459405.12,delta@supplier.com
TEC-AC-10003187,Technology,Accessories,Gamma Electronics,West,7,140.82,4.7,96.99,8,76,825,38,356,601583.04,gamma@supplier.com
OFF-LA-10003188,Office Supplies,Labels,Delta Stationery,Central,10,273.64,4.2,98.54,3,92,832,47,79,259410.72,delta@supplier.com
FUR-CH-10003189,Furniture,Chairs,Alpha Furnishings,South,4,342.78,1.0,85.54,10,49,606,49,44,180987.84,alpha@supplier.com
FUR-CH-10003190,Furniture,Chairs,Gamma Electronics,South,3,347.16,2.5,89.84,1,45,197,2,497,2070462.24,gamma@supplier.com
TEC-AC-10003191,Technology,Accessories,Omega Imports,South,8,246.9,3.1,85.14,5,29,543,9,404,1196971.2,omega@supplier.com
OFF-AR-10003192,Office Supplies,Art,Delta Stationery,East,6,285.85,2.7,81.64,1,25,614,30,248,850689.6,delta@supplier.com
FUR-CH-10003193,Furniture,Chairs,Beta Office Supplies,West,7,236.99,1.2,85.71,5,38,904,49,24,68253.12,beta@supplier.com
OFF-BI-10003194,Office Supplies,Binders,Beta Office Supplies,North,8,333.11,4.1,91.33,10,71,773,17,317,1267150.44,beta@supplier.com
TEC-PH-10003195,Technology,Phones,Beta Office Supplies,East,6,401.07,1.9,99.65,8,66,739,39,459,2209093.56,beta@supplier.com
TEC-MA-10003196,Technology,Machines,Omega Imports,Central,4,137.95,4.4,83.22,8,12,389,34,72,119188.8,omega@supplier.com
FUR-BO-10003197,Furniture,Bookcases,Beta Office Supplies,East,3,260.71,4.1,85.77,3,41,185,17,482,1507946.64,beta@supplier.com
OFF-LA-10003198,Office Supplies,Labels,Gamma Electronics,East,10,395.7,1.7,87.34,2,70,158,2,135,641034.0,gamma@supplier.com
OFF-BI-10003199,Office Supplies,Binders,Delta Stationery,North,5,367.13,1.6,97.77,8,47,129,45,179,788595.24,delta@supplier.com
FUR-TA-10003200,Furniture,Tables,Beta Office Supplies,North,3,438.92,3.7,84.11,2,53,364,7,336,1769725.44,beta@supplier.com
FUR-CH-10003201,Furniture,Chairs,Omega Imports,East,4,23.61,1.0,82.05,7,93,697,14,37,10482.84,omega@supplier.com
FUR-TA-10003202,Furniture,Tables,Beta Office Supplies,West,3,489.11,2.2,83.28,7,66,769,16,393,2306642.76,beta@supplier.com
OFF-BI-10003203,Office Supplies,Binders,Omega Imports,North,4,164.82,2.7,82.47,7,23,801,21,352,696199.68,omega@supplier.com
TEC-MA-10003204,Technology,Machines,Omega Imports,North,6,369.93,2.7,94.04,9,45,971,22,171,759096.36,omega@supplier.com
FUR-TA-10003205,Furniture,Tables,Gamma Electronics,Central,4,206.72,1.5,92.82,6,17,646,7,148,367134.72,gamma@supplier.com
TEC-MA-10003206,Technology,Machines,Gamma Electronics,East,4,401.55,1.5,86.95,6,85,335,23,271,1305840.6,gamma@supplier.com
FUR-BO-10003207,Furniture,Bookcases,Beta Office Supplies,North,4,258.91,1.1,80.56,8,50,146,32,376,1168201.92,beta@supplier.com
TEC-MA-10003208,Technology,Machines,Alpha Furnishings,Central,9,406.06,2.4,95.77,5,26,466,12,153,745526.16,alpha@supplier.com
TEC-MA-10003209,Technology,Machines,Delta Stationery,South,9,246.39,2.1,98.19,10,59,370,38,135,399151.8,delta@supplier.com
FUR-TA-10003210,Furniture,Tables,Delta Stationery,North,2,33.92,1.0,91.37,9,27,499,20,289,117634.56,delta@supplier.com
OFF-BI-10003211,Office Supplies,Binders,Delta Stationery,North,7,403.14,3.0,91.87,9,55,767,19,344,1664161.92,delta@supplier.com
OFF-PA-10003212,Office Supplies,Paper,Omega Imports,East,4,69.43,4.5,85.08,8,30,980,24,139,115809.24,omega@supplier.com
OFF-BI-10003213,Office Supplies,Binders,Omega Imports,South,2,55.36,2.7,91.47,10,38,244,41,390,259084.8,omega@supplier.com
OFF-LA-10003214,Office Supplies,Labels,Alpha Furnishings,South,4,204.6,1.5,93.37,2,100,588,19,113,277437.6,alpha@supplier.com
FUR-BO-10003215,Furniture,Bookcases,Delta Stationery,East,5,74.53,1.2,96.5,10,48,352,44,334,298716.24,delta@supplier.com
TEC-MA-10003216,Technology,Machines,Omega Imports,North,6,469.54,2.8,91.46,3,97,348,28,56,315530.88,omega@supplier.com
OFF-AR-10003217,Office Supplies,Art,Omega Imports,South,6,174.7,4.2,92.09,6,89,462,30,385,807114.0,omega@supplier.com
TEC-PH-10003218,Technology,Phones,Beta Office Supplies,South,5,365.57,3.0,97.48,3,66,846,7,280,1228315.2,beta@supplier.com
FUR-CH-10003219,Furniture,Chairs,Beta Office Supplies,North,2,89.09,3.4,84.17,3,70,496,7,246,262993.68,beta@supplier.com
OFF-AR-10003220,Office Supplies,Art,Alpha Furnishings,North,2,146.3,4.7,86.73,6,22,182,11,292,512635.2,alpha@supplier.com
OFF-BI-10003221,Office Supplies,Binders,Omega Imports,East,3,482.76,2.4,98.75,3,78,835,39,92,532967.04,omega@supplier.com
FUR-TA-10003222,Furniture,Tables,Gamma Electronics,North,7,93.16,4.8,90.52,3,66,898,27,261,291777.12,gamma@supplier.com
OFF-AR-10003223,Office Supplies,Art,Beta Office Supplies,West,5,165.99,2.1,98.21,4,91,567,13,384,764881.92,beta@supplier.com
FUR-BO-10003224,Furniture,Bookcases,Delta Stationery,Central,5,307.88,4.1,91.57,2,54,222,3,16,59112.96,delta@supplier.com
FUR-TA-10003225,Furniture,Tables,Alpha Furnishings,South,9,380.73,1.3,83.87,5,99,634,25,499,2279811.24,alpha@supplier.com
TEC-MA-10003226,Technology,Machines,Delta Stationery,North,5,438.55,1.3,98.05,8,41,214,2,192,1010419.2,delta@supplier.com
FUR-CH-10003227,Furniture,Chairs,Omega Imports,Central,10,105.33,3.2,84.44,10,56,152,31,328,414578.88,omega@supplier.com
FUR-CH-10003228,Furniture,Chairs,Delta Stationery,South,5,61.67,1.5,89.53,4,45,187,48,169,125066.76,delta@supplier.com
TEC-AC-10003229,Technology,Accessories,Alpha Furnishings,West,9,338.22,5.0,92.13,1,77,252,27,288,1168888.32,alpha@supplier.com
TEC-PH-10003230,Technology,Phones,Alpha Furnishings,Central,2,241.31,1.7,91.22,8,20,992,11,493,1427589.96,alpha@supplier.com
FUR-BO-10003231,Furniture,Bookcases,Omega Imports,North,7,98.19,3.4,92.86,6,82,523,50,29,34170.12,omega@supplier.com
FUR-CH-10003232,Furniture,Chairs,Beta Office Supplies,East,7,407.24,4.6,97.87,9,69,459,8,245,1197285.6,beta@supplier.com
OFF-LA-10003233,Office Supplies,Labels,Omega Imports,East,5,92.0,1.1,98.72,9,78,158,28,452,499008.0,omega@supplier.com
FUR-BO-10003234,Furniture,Bookcases,Gamma Electronics,East,9,174.75,1.7,95.91,5,25,326,2,34,71298.0,gamma@supplier.com
